GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons Math,org.apache.commons.math.analysis.solvers,UnivariateRealSolverFactoryImpl,0,22,0,0,0,7,0,6,0,6
Commons Math,org.apache.commons.math.analysis.solvers,MullerSolver,123,509,18,44,23,86,18,23,4,6
Commons Math,org.apache.commons.math.analysis.solvers,SecantSolver,64,174,2,18,9,46,6,12,4,4
Commons Math,org.apache.commons.math.analysis.solvers,RiddersSolver,103,178,13,13,20,46,13,8,4,4
Commons Math,org.apache.commons.math.analysis.solvers,UnivariateRealSolverImpl,58,180,4,18,13,42,8,21,4,14
Commons Math,org.apache.commons.math.analysis.solvers,UnivariateRealSolverFactory,0,7,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math.analysis.solvers,LaguerreSolver,125,527,16,38,24,105,17,23,5,8
Commons Math,org.apache.commons.math.stat.descriptive,AggregateSummaryStatistics.AggregatingSummaryStatistics,41,22,8,0,8,8,6,2,2,2
Commons Math,org.apache.commons.math.stat.descriptive,MultivariateSummaryStatistics,0,740,8,36,0,145,8,50,0,36
Commons Math,org.apache.commons.math.stat.descriptive,DescriptiveStatistics,132,671,3,19,18,135,4,56,2,47
Commons Math,org.apache.commons.math.stat.descriptive,SummaryStatistics,190,708,19,39,45,142,26,41,7,31
Commons Math,org.apache.commons.math.stat.descriptive,StatisticalSummaryValues,0,225,5,11,0,45,5,14,0,11
Commons Math,org.apache.commons.math.stat.descriptive,AbstractStorelessUnivariateStatistic,5,109,2,16,1,24,2,14,0,7
Commons Math,org.apache.commons.math.stat.descriptive,SynchronizedDescriptiveStatistics,16,69,0,0,3,26,1,14,1,14
Commons Math,org.apache.commons.math.stat.descriptive,AggregateSummaryStatistics,138,256,10,14,27,53,15,14,5,12
Commons Math,org.apache.commons.math.stat.descriptive,AbstractUnivariateStatistic,62,150,7,25,10,32,9,16,3,6
Commons Math,org.apache.commons.math.stat.descriptive,SynchronizedSummaryStatistics,84,65,0,0,29,26,15,20,15,20
Commons Math,org.apache.commons.math.stat.descriptive,SynchronizedMultivariateSummaryStatistics,0,104,0,0,0,41,0,31,0,31
Commons Math,org.apache.commons.math.stat.descriptive.moment,GeometricMean,20,87,1,3,6,27,3,12,2,11
Commons Math,org.apache.commons.math.stat.descriptive.moment,ThirdMoment,0,105,0,2,0,27,0,8,0,7
Commons Math,org.apache.commons.math.stat.descriptive.moment,FourthMoment,6,103,0,2,3,24,1,7,1,6
Commons Math,org.apache.commons.math.stat.descriptive.moment,SemiVariance.Direction,9,37,0,0,0,7,2,3,2,3
Commons Math,org.apache.commons.math.stat.descriptive.moment,VectorialMean,22,103,4,12,7,20,5,9,1,5
Commons Math,org.apache.commons.math.stat.descriptive.moment,VectorialCovariance,60,214,9,19,13,39,9,12,1,6
Commons Math,org.apache.commons.math.stat.descriptive.moment,SecondMoment,8,63,0,2,3,18,1,7,1,6
Commons Math,org.apache.commons.math.stat.descriptive.moment,SemiVariance,87,156,0,14,21,35,9,16,9,9
Commons Math,org.apache.commons.math.stat.descriptive.moment,FirstMoment,6,102,0,2,3,30,1,8,1,7
Commons Math,org.apache.commons.math.stat.descriptive.moment,Mean,8,177,3,9,4,41,4,14,1,11
Commons Math,org.apache.commons.math.stat.descriptive.moment,Kurtosis,16,243,3,13,5,46,4,14,1,9
Commons Math,org.apache.commons.math.stat.descriptive.moment,StandardDeviation,49,84,0,0,10,25,6,11,6,11
Commons Math,org.apache.commons.math.stat.descriptive.moment,Variance,55,434,16,34,11,100,19,27,3,18
Commons Math,org.apache.commons.math.stat.descriptive.moment,Skewness,9,233,2,14,3,50,3,15,1,9
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction,0,40,0,0,0,9,0,4,0,4
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,17,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,17,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,5,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,5,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,5,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,24,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,19,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,19,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,19,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,17,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new MultivariateRealFunction() {...},0,42,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,17,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction.new ComposableFunction() {...},0,19,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new BinaryFunction() {...},0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new ComposableFunction() {...},0,16,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new ComposableFunction() {...},0,16,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new BinaryFunction() {...},0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new BinaryFunction() {...},0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new BinaryFunction() {...},0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new BinaryFunction() {...},0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,BinaryFunction.new BinaryFunction() {...},0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis,ComposableFunction,0,189,0,0,0,41,0,15,0,15
Commons Math,org.apache.commons.math.optimization,LeastSquaresConverter,55,175,3,15,6,35,3,10,0,4
Commons Math,org.apache.commons.math.optimization,MultiStartMultivariateRealOptimizer.new Comparator() {...},22,17,5,3,6,3,3,3,0,2
Commons Math,org.apache.commons.math.optimization,MultiStartDifferentiableMultivariateVectorialOptimizer.new Comparator() {...},3,64,2,6,1,11,2,5,0,3
Commons Math,org.apache.commons.math.optimization,MultiStartDifferentiableMultivariateVectorialOptimizer,13,187,0,8,4,44,2,14,2,10
Commons Math,org.apache.commons.math.optimization,MultiStartDifferentiableMultivariateRealOptimizer,35,163,2,6,8,40,3,13,1,11
Commons Math,org.apache.commons.math.optimization,MultiStartUnivariateRealOptimizer,102,350,6,28,23,70,12,25,6,14
Commons Math,org.apache.commons.math.optimization,SimpleScalarValueChecker,0,51,0,4,0,13,0,5,0,3
Commons Math,org.apache.commons.math.optimization,SimpleRealPointChecker,9,58,0,6,4,12,1,5,1,2
Commons Math,org.apache.commons.math.optimization,GoalType,9,29,0,0,0,3,2,2,2,2
Commons Math,org.apache.commons.math.optimization,SimpleVectorialPointChecker,11,56,2,4,5,13,3,3,1,2
Commons Math,org.apache.commons.math.optimization,MultiStartMultivariateRealOptimizer,46,135,3,5,11,33,7,8,5,6
Commons Math,org.apache.commons.math.optimization,OptimizationException,8,9,0,0,2,4,1,2,1,2
Commons Math,org.apache.commons.math.optimization,RealPointValuePair,12,38,5,3,0,12,4,5,0,5
Commons Math,org.apache.commons.math.optimization,MultiStartDifferentiableMultivariateRealOptimizer.new Comparator() {...},11,28,5,3,2,7,4,2,0,2
Commons Math,org.apache.commons.math.optimization,VectorialPointValuePair,37,39,12,4,6,8,9,5,1,5
Commons Math,org.apache.commons.math.optimization,SimpleVectorialValueChecker,0,67,0,6,0,18,0,6,0,3
Commons Math,org.apache.commons.math.stat.correlation,PearsonsCorrelation,13,382,3,27,2,75,3,25,0,13
Commons Math,org.apache.commons.math.stat.correlation,Covariance,35,226,3,13,7,46,6,16,3,11
Commons Math,org.apache.commons.math.stat.correlation,SpearmansCorrelation,20,121,1,5,3,27,2,10,1,8
Commons Math,org.apache.commons.math.ode.events,EventState.EmbeddedDerivativeException,9,0,0,0,4,0,2,0,2,0
Commons Math,org.apache.commons.math.ode.events,CombinedEventsManager,249,0,38,0,63,0,30,0,11,0
Commons Math,org.apache.commons.math.ode.events,EventState.EmbeddedEventException,9,0,0,0,4,0,2,0,2,0
Commons Math,org.apache.commons.math.ode.events,EventState,132,378,23,41,30,76,19,24,2,9
Commons Math,org.apache.commons.math.ode.events,EventState.new UnivariateRealFunction() {...},12,22,0,0,4,3,0,2,0,2
Commons Math,org.apache.commons.math.ode.events,EventException,9,5,0,0,4,2,2,1,2,1
Commons Math,org.apache.commons.math.analysis.interpolation,SplineInterpolator,0,330,0,12,0,38,0,8,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,TricubicSplineInterpolatingFunction,68,17988,10,70,6,97,10,35,0,5
Commons Math,org.apache.commons.math.analysis.interpolation,LoessInterpolator,49,649,4,56,7,116,6,35,2,9
Commons Math,org.apache.commons.math.analysis.interpolation,MicrosphereInterpolatingFunction.MicrosphereSurfaceElement,0,37,0,2,0,13,0,7,0,6
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction,28,316,9,21,6,50,9,15,0,9
Commons Math,org.apache.commons.math.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolator,8,228,3,25,3,39,4,14,1,3
Commons Math,org.apache.commons.math.analysis.interpolation,TricubicSplineInterpolator,4,576,4,50,1,78,4,27,0,4
Commons Math,org.apache.commons.math.analysis.interpolation,NevilleInterpolator,0,9,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineInterpolator,4,299,3,31,1,44,3,18,0,4
Commons Math,org.apache.commons.math.analysis.interpolation,SmoothingBicubicSplineInterpolator,5,367,3,39,1,54,3,22,0,4
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,67,0,0,0,7,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,67,0,0,0,7,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,63,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,63,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineFunction.new BivariateRealFunction() {...},0,63,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,TricubicSplineFunction,30,202,6,18,3,25,6,8,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,LinearInterpolator,0,108,0,8,0,18,0,6,0,2
Commons Math,org.apache.commons.math.analysis.interpolation,DividedDifferenceInterpolator,0,111,0,6,0,19,0,6,0,3
Commons Math,org.apache.commons.math.analysis.interpolation,BicubicSplineInterpolatingFunction,106,1741,10,42,11,80,12,26,2,10
Commons Math,org.apache.commons.math.analysis.interpolation,MicrosphereInterpolatingFunction,20,214,5,19,3,39,5,10,0,3
Commons Math,org.apache.commons.math.analysis.interpolation,MicrosphereInterpolator,12,45,2,2,2,14,2,5,0,5
Commons Math,org.apache.commons.math.stat.ranking,NaturalRanking.new Object() {...},9,63,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.stat.ranking,TiesStrategy,5,63,0,0,0,6,1,3,1,3
Commons Math,org.apache.commons.math.stat.ranking,NaturalRanking.IntDoublePair,0,21,0,0,0,7,0,4,0,4
Commons Math,org.apache.commons.math.stat.ranking,NaNStrategy,5,53,0,0,0,5,1,3,1,3
Commons Math,org.apache.commons.math.stat.ranking,NaturalRanking,29,512,2,51,9,119,5,42,3,14
